1.38306, 1.10122 
1.38659, -0.337923 
1.3957, 1.77001 
1.40613, 0.831007 
1.40773, 2.04402 
1.41514, 1.53283 
1.41625, 0.266911 
1.41954, 1.5327 
1.47261, 1.23653 
1.47541, 0.871985 
1.51488, -0.0839653 
1.52653, 0.34107 
1.53497, -0.272537 
1.53633, 0.499573 
1.54945, 1.85715 
1.55192, 0.734371 
1.56255, 0.878776 
1.56258, 0.515282 
1.57898, -0.834357 
1.60519, 2.14334 
1.60671, 0.424413 
1.60911, 0.577861 
1.61021, 1.71143 
1.62784, 1.44509 
1.6409, -0.348453 
1.65598, 1.834 
1.68474, 0.810788 
1.69006, 1.01145 
1.69131, 0.392798 
1.69319, 0.0617622 
1.69396, -0.0984828 
1.69714, 0.850359 
1.69977, 0.33061 
1.7068, 1.96275 
1.73336, 0.506072 
1.73469, 0.631757 
1.73499, 1.55557 
1.77248, 0.021123 
1.79774, 0.313264 
1.79935, 1.04038 
1.81299, 0.395002 
1.81647, 1.7209 
1.82256, 2.67554 
1.82792, 0.173569 
1.83953, 1.46099 
1.84244, 2.71897 
1.84818, 0.323806 
1.84889, 1.50567 
1.85323, 2.27154 
1.88449, 0.198864 
1.89307, -0.354981 
1.90771, 0.267326 
1.91078, 0.560273 
1.91173, 1.15801 
1.93374, 2.00083 
1.95051, 0.89107 
1.96911, 2.81366 
1.97286, 0.698703 
1.978, 1.07668 
1.97919, 3.81328 
1.99484, 0.34402 
1.99703, 3.05189 
2.00003, 1.48483 
2.00469, 1.55315 
2.01582, 3.86005 
2.02309, 1.62729 
2.03319, 2.17284 
2.05445, 1.8063 
2.05622, 3.06034 
2.074, 1.37561 
2.081, 3.54117 
2.09842, 1.36911 
2.10377, -0.0157141 
2.11105, 0.842713 
2.12117, 0.679113 
2.12638, 2.03543 
2.14053, 2.75783 
2.15111, 2.27092 
2.15634, 3.67081 
2.16472, 2.42054 
2.19123, 0.671507 
2.20416, 2.26509 
2.21113, 2.17692 
2.2318, 3.05963 
2.23907, 1.75696 
2.26294, 3.19227 
2.2689, 2.118 
2.27414, 1.58254 
2.29355, 3.75319 
2.31937, 2.85552 
2.32326, 2.96735 
2.32352, 3.77348 
2.32441, 1.46125 
2.33289, 2.82011 
2.33632, 2.11031 
2.3483, 1.93379 
2.35997, 2.18404 
2.35998, 1.48224 
2.37342, 3.19583 
2.37377, 3.65416 
2.37809, 2.55515 
2.39246, 4.24572 
2.41313, 4.39854 
2.42044, 3.54897 
2.4396, 3.77516 
2.44384, 1.69782 
2.46125, 2.97268 
2.47485, 2.35463 
2.51671, 2.40067 
2.52227, 2.13835 
2.5561, 3.96073 
2.56344, 2.91309 
2.56682, 2.51567 
2.58266, 0.783549 
2.58965, 2.744 
2.59552, 1.99402 
2.62515, 2.28695 
2.63097, 2.52928 
2.65281, 3.85287 
2.6702, 2.58929 
2.67054, 2.99672 
2.6773, 4.1426 
2.6836, 2.50559 
2.70613, 3.16801 
2.71037, 2.84195 
2.72517, 1.05864 
2.73656, 2.72256 
2.74504, 3.13469 
2.74559, 3.4531 
2.7542, 3.36923 
2.76056, 3.9635 
2.76193, 3.33587 
2.76786, 3.42609 
2.80244, 2.40943 
2.81958, 2.04301 
2.83091, 2.43874 
2.84685, 3.66902 
2.87123, 2.90375 
2.88588, 2.42132 
2.89322, 4.18642 
2.90047, 4.58287 
2.90448, 4.37348 
2.91556, 2.74219 
2.95559, 2.20216 
2.96382, 4.06924 
2.96762, 3.989 
3.00659, 3.13268 
3.02966, 2.8094 
3.03812, 3.7868 
3.0423, 5.13436 
3.04333, 1.68249 
3.04784, 4.57819 
3.06069, 4.83208 
3.0624, 2.15816 
3.12283, 3.87136 
3.12611, 2.56791 
3.16295, 3.64179 
3.28843, 4.6277 
3.60982, 4.8328 
